name,year,expenses,degree,enrollment,level,control
Northern Virginia Community College,2011,3914,,29348,At least 2 but less than 4 years,Public
Northern Virginia Community College,2012,6891,,30172,At least 2 but less than 4 years,Public
Northern Virginia Community College,2013,4497,,30478,At least 2 but less than 4 years,Public
Northern Virginia School of Therapeutic Massage,2006,0,,,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2007,0,,,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2008,0,,,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2009,0,,,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2010,0,,,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2011,2354,,31,Less than 2 years (below associate),Private for-profit
Northern Virginia School of Therapeutic Massage,2012,6769,,31,Four or more years,Private for-profit
Northern Virginia School of Therapeutic Massage,2013,6695,,38,Less than 2 years (below associate),Private for-profit
Northland Career Center,2006,3892,,39,Less than 2 years (below associate),Public
Northland Career Center,2007,3478,,38,Less than 2 years (below associate),Public
Northland Career Center,2008,5575,,30,Less than 2 years (below associate),Public
Northland Career Center,2009,5631,,28,Less than 2 years (below associate),Public
Northland Career Center,2010,4375,,34,Less than 2 years (below associate),Public
Northland Career Center,2011,4494,,34,Less than 2 years (below associate),Public
Northland Career Center,2012,0,,40,Four or more years,Private not-for-profit
Northland Career Center,2013,5671,,36,Less than 2 years (below associate),Public
Northland Pioneer College,2006,3951,,1967,At least 2 but less than 4 years,Public
Northland Pioneer College,2007,2432,,2169,At least 2 but less than 4 years,Public
Northland Pioneer College,2008,2376,,2306,At least 2 but less than 4 years,Public
Northland Pioneer College,2009,3607,,2185,At least 2 but less than 4 years,Public
Northland Pioneer College,2010,4543,,1967,At least 2 but less than 4 years,Public
Northland Pioneer College,2011,4639,,1900,At least 2 but less than 4 years,Public
Northland Pioneer College,2012,4947,,2044,At least 2 but less than 4 years,Public
Northland Pioneer College,2013,5745,,1533,At least 2 but less than 4 years,Public
Northwest Missouri State University,2006,6463,56,5442,Four or more years,Public
Northwest Missouri State University,2007,5238,52,5776,Four or more years,Public
Northwest Missouri State University,2008,6631,51,5977,Four or more years,Public
Northwest Missouri State University,2009,6708,52,6281,Four or more years,Public
Northwest Missouri State University,2010,7741,50,6320,Four or more years,Public
Northwest Missouri State University,2011,8212,963,6358,Four or more years,Public
Northwest Missouri State University,2012,8486,1000,6054,Four or more years,Public
Northwest Missouri State University,2013,7623,1010,5791,Four or more years,Public
Northwest Nazarene University,2006,7253,50,1657,Four or more years,Private not-for-profit
Northwest Nazarene University,2007,7509,52,1704,Four or more years,Private not-for-profit
Northwest Nazarene University,2008,8128,49,1786,Four or more years,Private not-for-profit
Northwest Nazarene University,2009,8248,54,1779,Four or more years,Private not-for-profit
Northwest Nazarene University,2010,8521,54,1803,Four or more years,Private not-for-profit
Northwest Nazarene University,2011,9120,235,1921,Four or more years,Private not-for-profit
Northwest Nazarene University,2012,4715,276,1910,Four or more years,Private not-for-profit
Northwest Nazarene University,2013,6722,300,1907,Four or more years,Private not-for-profit
Northwest Technical School,2006,0,,6,Less than 2 years (below associate),Public
Northwest Technical School,2007,0,,,Less than 2 years (below associate),Public
Northwest Technical School,2008,0,,,Less than 2 years (below associate),Public
Northwest Technical School,2009,0,,,Less than 2 years (below associate),Public
Northwest Technical School,2010,0,,,Less than 2 years (below associate),Public
Northwest Technical School,2011,29500,,8,Less than 2 years (below associate),Public
Northwest Technical School,2012,1684,,7,Less than 2 years (below associate),Public
Northwest Technical School,2013,39427,,4,Less than 2 years (below associate),Public
Old Dominion University,2006,5454,49,16002,Four or more years,Public
Old Dominion University,2007,5911,49,16661,Four or more years,Public
Old Dominion University,2008,6795,49,17681,Four or more years,Public
Old Dominion University,2009,6392,51,18858,Four or more years,Public
Old Dominion University,2010,7359,50,19462,Four or more years,Public
Old Dominion University,2011,7615,3179,19753,Four or more years,Public
Old Dominion University,2012,4272,3715,19858,Four or more years,Public
Old Dominion University,2013,8097,3938,20001,Four or more years,Public
Oliver Finley Academy of Cosmetology,2006,0,,,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2007,0,,,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2008,0,,,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2009,2020,,113,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2010,1793,,141,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2011,1481,,143,At least 2 but less than 4 years,Private for-profit
Oliver Finley Academy of Cosmetology,2012,2371,,174,Four or more years,Private for-profit
Oliver Finley Academy of Cosmetology,2013,1545,,192,At least 2 but less than 4 years,Private for-profit
Ottawa University-Phoenix,2006,1311,,751,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2007,808,,712,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2008,807,,582,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2009,1106,,602,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2010,682,,536,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2011,1204,231,387,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2012,1692,287,292,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2013,1951,198,257,Four or more years,Private not-for-profit
Ozark Christian College,2006,4437,34,663,Four or more years,Private not-for-profit
Ozark Christian College,2007,5103,43,599,Four or more years,Private not-for-profit
Ozark Christian College,2008,5796,41,565,Four or more years,Private not-for-profit
Ozark Christian College,2009,5404,38,567,Four or more years,Private not-for-profit
Ozark Christian College,2010,5378,36,599,Four or more years,Private not-for-profit
Ozark Christian College,2011,5088,80,597,Four or more years,Private not-for-profit
Ozark Christian College,2012,7824,73,665,Four or more years,Private not-for-profit
Ozark Christian College,2013,5015,84,691,Four or more years,Private not-for-profit
Ozarks Technical Community College,2006,3140,,6444,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2007,3286,,6858,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2008,3691,,7319,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2009,3782,,8644,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2010,3555,,9399,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2011,3887,,10043,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2012,32963,,9976,At least 2 but less than 4 years,Public
Ozarks Technical Community College,2013,4514,,9651,At least 2 but less than 4 years,Public
Paradise Valley Community College,2006,3701,,4428,At least 2 but less than 4 years,Public
Paradise Valley Community College,2007,3837,,4414,At least 2 but less than 4 years,Public
Paradise Valley Community College,2008,3974,,4740,At least 2 but less than 4 years,Public
Paradise Valley Community College,2009,3873,,5360,At least 2 but less than 4 years,Public
Paradise Valley Community College,2010,4309,,5492,At least 2 but less than 4 years,Public
Paradise Valley Community College,2011,4238,,5331,At least 2 but less than 4 years,Public
Paradise Valley Community College,2012,3686,,5130,At least 2 but less than 4 years,Public
Paradise Valley Community College,2013,4987,,4956,At least 2 but less than 4 years,Public
Paris II Educational Center,2006,1307,,83,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2007,1547,,69,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2008,2431,,67,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2009,2581,,98,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2010,1621,,163,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2011,1278,,151,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2012,3824,,117,Less than 2 years (below associate),Private for-profit
Paris II Educational Center,2013,1749,,78,Less than 2 years (below associate),Private for-profit
Park University,2006,3163,39,5854,Four or more years,Private not-for-profit
Park University,2007,3409,37,5917,Four or more years,Private not-for-profit
Park University,2008,3808,42,5535,Four or more years,Private not-for-profit
Park University,2009,3798,39,5822,Four or more years,Private not-for-profit
Park University,2010,3442,37,5461,Four or more years,Private not-for-profit
Park University,2011,3665,2347,5339,Four or more years,Private not-for-profit
Park University,2012,9564,2262,5371,Four or more years,Private not-for-profit
Park University,2013,3658,2213,5023,Four or more years,Private not-for-profit
Patrick Henry Community College,2006,3769,,1662,At least 2 but less than 4 years,Public
Patrick Henry Community College,2007,4256,,1693,At least 2 but less than 4 years,Public
Patrick Henry Community College,2008,3888,,1903,At least 2 but less than 4 years,Public
Patrick Henry Community College,2009,3301,,2338,At least 2 but less than 4 years,Public
Patrick Henry Community College,2010,3395,,2198,At least 2 but less than 4 years,Public
Patrick Henry Community College,2011,3485,,2233,At least 2 but less than 4 years,Public
Patrick Henry Community College,2012,7721,,2099,At least 2 but less than 4 years,Public
Patrick Henry Community College,2013,4496,,2049,At least 2 but less than 4 years,Public
Paul D Camp Community College,2006,5268,,767,At least 2 but less than 4 years,Public
Paul D Camp Community College,2007,5494,,788,At least 2 but less than 4 years,Public
Paul D Camp Community College,2008,5461,,815,At least 2 but less than 4 years,Public
Paul D Camp Community College,2009,5401,,816,At least 2 but less than 4 years,Public
